Energy (eV),Intensity
2153.853774,0.0
2154.139382,0.0
2154.424991,0.0
2154.710599,0.0
2154.996208,0.0
2155.281816,0.0
2155.567425,0.0
2155.853034,0.0
2156.138642,0.0
2156.424251,0.0
2156.709859,0.0
2156.995468,0.0
2157.281076,0.0
2157.566685,0.0
2157.852293,0.0
2158.137902,0.0
2158.42351,0.0
2158.709119,0.0
2158.994727,0.0
2159.280336,0.0
2159.565945,0.0
2159.851553,0.0
2160.137162,0.0
2160.42277,0.0
2160.708379,0.0
2160.993987,0.0
2161.279596,0.0
2161.565204,0.0
2161.850813,0.0
2162.136421,0.0
2162.42203,0.0
2162.707638,0.0
2162.993247,0.0
2163.278856,0.0
2163.564464,0.0
2163.850073,0.0
2164.135681,0.0
2164.42129,0.0
2164.706898,0.0
2164.992507,0.0
2165.278115,0.0
2165.563724,0.0
2165.849332,0.0
2166.134941,0.0
2166.420549,0.0
2166.706158,0.0
2166.991766,0.0
2167.277375,0.0
2167.562984,0.0
2167.848592,0.0
2168.134201,0.0
2168.419809,0.0
2168.705418,0.0
2168.991026,0.0
2169.276635,0.0
2169.562243,0.0
2169.847852,0.0
2170.13346,0.0
2170.419069,0.0
2170.704677,0.0
2170.990286,0.0
2171.275895,0.0
2171.561503,0.0
2171.847112,0.0
2172.13272,0.0
2172.418329,0.0
2172.703937,0.0
2172.989546,0.0
2173.275154,0.0
2173.560763,0.0
2173.846371,0.0
2174.13198,0.0
2174.417588,0.0
2174.703197,0.0
2174.988806,0.0
2175.274414,0.0
2175.560023,0.0
2175.845631,0.0
2176.13124,0.0
2176.416848,0.0
2176.702457,0.0
2176.988065,0.0
2177.273674,0.0
2177.559282,0.0
2177.844891,0.0
2178.130499,0.0
2178.416108,0.0
2178.701717,0.0
2178.987325,0.0
2179.272934,0.0
2179.558542,0.0
2179.844151,0.0
2180.129759,0.0
2180.415368,0.0
2180.700976,0.0
2180.986585,0.0
2181.272193,0.0
2181.557802,0.0
2181.84341,0.0
2182.129019,0.0
2182.414628,0.0
2182.700236,0.0
2182.985845,0.0
2183.271453,0.0
2183.557062,0.0
2183.84267,0.0
2184.128279,0.0
2184.413887,0.0
2184.699496,0.0
2184.985104,0.0
2185.270713,0.0
2185.556321,0.0
2185.84193,0.0
2186.127539,0.0
2186.413147,0.0
2186.698756,0.0
2186.984364,0.0
2187.269973,0.0
2187.555581,0.0
2187.84119,0.0
2188.126798,0.0
2188.412407,0.0
2188.698015,0.0
2188.983624,0.0
2189.269232,0.0
2189.554841,0.0
2189.840449,0.0
2190.126058,0.0
2190.411667,0.0
2190.697275,0.0
2190.982884,0.0
2191.268492,0.0
2191.554101,0.0
2191.839709,0.0
2192.125318,0.0
2192.410926,0.0
2192.696535,0.0
2192.982143,0.0
2193.267752,0.0
2193.55336,0.0
2193.838969,0.0
2194.124578,0.0
2194.410186,0.0
2194.695795,0.0
2194.981403,0.0
2195.267012,0.0
2195.55262,0.0
2195.838229,0.0
2196.123837,0.0
2196.409446,0.0
2196.695054,0.0
2196.980663,0.0
2197.266271,0.0
2197.55188,0.0
2197.837489,0.0
2198.123097,0.0
2198.408706,0.0
2198.694314,0.0
2198.979923,0.0
2199.265531,0.0
2199.55114,0.0
2199.836748,0.0
2200.122357,0.0
2200.407965,0.0
2200.693574,0.0
2200.979182,0.0
2201.264791,0.0
2201.5504,0.0
2201.836008,0.0
2202.121617,0.0
2202.407225,0.0
2202.692834,0.0
2202.978442,0.0
2203.264051,0.0
2203.549659,0.0
2203.835268,0.0
2204.120876,0.0
2204.406485,0.0
2204.692093,0.0
2204.977702,0.0
2205.263311,0.0
2205.548919,0.0
2205.834528,0.0
2206.120136,0.0
2206.405745,0.0
2206.691353,0.0
2206.976962,0.0
2207.26257,0.0
2207.548179,0.0
2207.833787,0.0
2208.119396,0.0
2208.405004,0.0
2208.690613,0.0
2208.976222,0.0
2209.26183,0.0
2209.547439,0.0
2209.833047,0.0
2210.118656,0.0
2210.404264,0.0
2210.689873,0.0
2210.975481,0.0
2211.26109,0.0
2211.546698,0.0
2211.832307,0.0
2212.117915,0.0
2212.403524,0.0
2212.689133,0.0
2212.974741,0.0
2213.26035,0.0
2213.545958,0.0
2213.831567,0.0
2214.117175,0.0
2214.402784,0.0
2214.688392,0.0
2214.974001,0.0
2215.259609,0.0
2215.545218,0.0
2215.830826,0.0
2216.116435,0.0
2216.402043,0.0
2216.687652,0.0
2216.973261,0.0
2217.258869,0.0
2217.544478,0.0
2217.830086,0.0
2218.115695,0.0
2218.401303,0.0
2218.686912,0.0
2218.97252,0.0
2219.258129,0.0
2219.543737,0.0
2219.829346,0.0
2220.114954,0.0
2220.400563,0.0
2220.686172,0.0
2220.97178,0.0
2221.257389,0.0
2221.542997,0.0
2221.828606,0.0
2222.114214,0.0
2222.399823,0.0
2222.685431,0.0
2222.97104,0.0
2223.256648,0.0
2223.542257,0.0
2223.827865,0.0
2224.113474,0.0
2224.399083,0.0
2224.684691,0.0
2224.9703,0.0
2225.255908,0.0
2225.541517,0.0
2225.827125,0.0
2226.112734,0.0
2226.398342,0.0
2226.683951,0.0
2226.969559,0.0
2227.255168,0.0
2227.540776,0.0
2227.826385,0.0
2228.111994,0.0
2228.397602,0.0
2228.683211,0.0
2228.968819,0.0
2229.254428,0.0
2229.540036,0.0
2229.825645,0.0
2230.111253,0.0
2230.396862,0.0
2230.68247,0.0
2230.968079,0.0
2231.253687,0.0
2231.539296,0.0
2231.824905,0.0
2232.110513,0.0
2232.396122,0.0
2232.68173,0.0
2232.967339,0.0
2233.252947,0.0
2233.538556,0.0
2233.824164,0.0
2234.109773,0.0
2234.395381,0.0
2234.68099,0.0
2234.966598,0.0
2235.252207,0.0
2235.537816,0.0
2235.823424,0.0
2236.109033,0.0
2236.394641,0.0
2236.68025,0.0
2236.965858,0.0
2237.251467,0.0
2237.537075,0.0
2237.822684,0.0
2238.108292,0.0
2238.393901,0.0
2238.679509,0.0
2238.965118,0.0
2239.250726,0.0
2239.536335,0.0
2239.821944,0.0
2240.107552,0.0
2240.393161,0.0
2240.678769,0.0
2240.964378,0.0
2241.249986,0.0
2241.535595,0.0
2241.821203,0.0
2242.106812,0.0
2242.39242,0.0
2242.678029,0.0
2242.963637,0.0
2243.249246,0.0
2243.534855,0.0
2243.820463,0.0
2244.106072,0.0
2244.39168,0.0
2244.677289,0.0
2244.962897,0.0
2245.248506,0.0
2245.534114,0.0
2245.819723,0.0
2246.105331,0.0
2246.39094,0.0
2246.676548,0.0
2246.962157,0.0
2247.247766,0.0
2247.533374,0.0
2247.818983,0.0
2248.104591,0.0
2248.3902,0.0
2248.675808,0.0
2248.961417,0.0
2249.247025,0.0
2249.532634,0.0
2249.818242,0.0
2250.103851,0.0
2250.389459,0.0
2250.675068,0.0
2250.960677,0.0
2251.246285,0.0
2251.531894,0.0
2251.817502,0.0
2252.103111,0.0
2252.388719,0.0
2252.674328,0.0
2252.959936,0.0
2253.245545,0.0
2253.531153,0.0
