Energy (eV),Intensity
2153.853774,0.0
2154.139317,0.0
2154.424861,0.0
2154.710405,0.0
2154.995948,0.0
2155.281492,0.0
2155.567035,0.0
2155.852579,0.0
2156.138122,0.0
2156.423666,0.0
2156.70921,0.0
2156.994753,0.0
2157.280297,0.0
2157.56584,0.0
2157.851384,0.0
2158.136928,0.0
2158.422471,0.0
2158.708015,0.0
2158.993558,0.0
2159.279102,0.0
2159.564646,0.0
2159.850189,0.0
2160.135733,0.0
2160.421276,0.0
2160.70682,0.0
2160.992364,0.0
2161.277907,0.0
2161.563451,0.0
2161.848994,0.0
2162.134538,0.0
2162.420082,0.0
2162.705625,0.0
2162.991169,0.0
2163.276712,0.0
2163.562256,0.0
2163.847799,0.0
2164.133343,0.0
2164.418887,0.0
2164.70443,0.0
2164.989974,0.0
2165.275517,0.0
2165.561061,0.0
2165.846605,0.0
2166.132148,0.0
2166.417692,0.0
2166.703235,0.0
2166.988779,0.0
2167.274323,0.0
2167.559866,0.0
2167.84541,0.0
2168.130953,0.0
2168.416497,0.0
2168.702041,0.0
2168.987584,0.0
2169.273128,0.0
2169.558671,0.0
2169.844215,0.0
2170.129758,0.0
2170.415302,0.0
2170.700846,0.0
2170.986389,0.0
2171.271933,0.0
2171.557476,0.0
2171.84302,0.0
2172.128564,0.0
2172.414107,0.0
2172.699651,0.0
2172.985194,0.0
2173.270738,0.0
2173.556282,0.0
2173.841825,0.0
2174.127369,0.0
2174.412912,0.0
2174.698456,0.0
2174.984,0.0
2175.269543,0.0
2175.555087,0.0
2175.84063,0.0
2176.126174,0.0
2176.411717,0.0
2176.697261,0.0
2176.982805,0.0
2177.268348,0.0
2177.553892,0.0
2177.839435,0.0
2178.124979,0.0
2178.410523,0.0
2178.696066,0.0
2178.98161,0.0
2179.267153,0.0
2179.552697,0.0
2179.838241,0.0
2180.123784,0.0
2180.409328,0.0
2180.694871,0.0
2180.980415,0.0
2181.265959,0.0
2181.551502,0.0
2181.837046,0.0
2182.122589,0.0
2182.408133,0.0
2182.693676,0.0
2182.97922,0.0
2183.264764,0.0
2183.550307,0.0
2183.835851,0.0
2184.121394,0.0
2184.406938,0.0
2184.692482,0.0
2184.978025,0.0
2185.263569,0.0
2185.549112,0.0
2185.834656,0.0
2186.1202,0.0
2186.405743,0.0
2186.691287,0.0
2186.97683,0.0
2187.262374,0.0
2187.547918,0.0
2187.833461,0.0
2188.119005,0.0
2188.404548,0.0
2188.690092,0.0
2188.975635,0.0
2189.261179,0.0
2189.546723,0.0
2189.832266,0.0
2190.11781,0.0
2190.403353,0.0
2190.688897,0.0
2190.974441,0.0
2191.259984,0.0
2191.545528,0.0
2191.831071,0.0
2192.116615,0.0
2192.402159,0.0
2192.687702,0.0
2192.973246,0.0
2193.258789,0.0
2193.544333,0.0
2193.829877,0.0
2194.11542,0.0
2194.400964,0.0
2194.686507,0.0
2194.972051,0.0
2195.257594,0.0
2195.543138,0.0
2195.828682,0.0
2196.114225,0.0
2196.399769,0.0
2196.685312,0.0
2196.970856,0.0
2197.2564,0.0
2197.541943,0.0
2197.827487,0.0
2198.11303,0.0
2198.398574,0.0
2198.684118,0.0
2198.969661,0.0
2199.255205,0.0
2199.540748,0.0
2199.826292,0.0
2200.111836,0.0
2200.397379,0.0
2200.682923,0.0
2200.968466,0.0
2201.25401,0.0
2201.539554,0.0
2201.825097,0.0
2202.110641,0.0
2202.396184,0.0
2202.681728,0.0
2202.967271,0.0
2203.252815,0.0
2203.538359,0.0
2203.823902,0.0
2204.109446,0.0
2204.394989,0.0
2204.680533,0.0
2204.966077,0.0
2205.25162,0.0
2205.537164,0.0
2205.822707,0.0
2206.108251,0.0
2206.393795,0.0
2206.679338,0.0
2206.964882,0.0
2207.250425,0.0
2207.535969,0.0
2207.821513,0.0
2208.107056,0.0
2208.3926,0.0
2208.678143,0.0
2208.963687,0.0
2209.24923,0.0
2209.534774,0.0
2209.820318,0.0
2210.105861,0.0
2210.391405,0.0
2210.676948,0.0
